hs_class,text
positive,KELAKUAN bodoh masuk KATEGORI perbuatan TIDAK MENYENANGKAN nKelakuan sontoloyo sangat MENGANGGU persatuan BANGSA nKelakuan NAIF secara TIDAK LANGSUNG sebagai bentuk INTIMIDASI terhadap ULAMA nKelakuan 
negative,Monyet Turun ke Pemukiman Warga Cibadak Sukabumi - URL
positive,"Kotor tidak masalah yang penting bahagia warganya, cebong mana nge i'"
negative,mau giveaway taplak meja tapi nanti yang menang cuma therichchenle'
positive,Sudah kebuka satu demi satu kebusukan kubu anies sandi yang menang dengan tanpa berkah URL dan Prabowo berusaha cuci tangan
negative,WKWKWKWK BODO BANG'
positive,"Bikan Kaya Orang Bego,Bro ?Tapi...Memang,B..EGO.'"
negative,KLHK Upayakan Pemerataan Ekonomi Melalui TORA di Kawasan Hutan dan Perhutanan Sosial - Tribun Medan
positive,"Pak Mahfud MD sudah berpaling dari Allah SWT Pemberang, demi bangsa ajak semua Buang Islam"
positive,Orang2 bego kebanyakan minum &amp makan kotoran onta ...otak nya somplak'
positive,Apa yang terkuak semuanya sudah jelas sejak awal memang itu strategi kampanye kami di tim pemenangan anies sandi URL
negative,"""Warga Baduy setelah selesai memperingati tradisi Seba di Pendopo Pemkab Lebak akan dilanjutkan kembali be emu dengan Gubernur Banten Wahidin Halim hari ini, Sabtu (21/4) #SebaBaduy2018"""
positive,Lembaga2 anti-korupsi masa lalu bubar karena sentuh kekuasaan. Giliran KPK kenapa PDIP pak ai politik penguasa yang pulang mengotot ingin bubarkan KPK?
negative,"Justru mas kalau menyudutkan salah satu agama t entu malah bahaya,itulah pak rocky ini cerdik. Dia bisa menyusun kalimat yang tepat &amp pantas dgunakan,Inti dari ini dia mau kasih tau pnge ian fiksi sbenarnya,ayolah mas nya i"
positive,Para Pendukung Capres gagal Move On selalu sibuk Urus Aseng bawa kabur uang Rp 35 T. Tapi tidak sadar kenapa Aseng bisa kabur bawa uang sebanyak itu tanpa didukung Pribumi ASU. Mustahil Aseng bisa. Pribumi hanya diam kalau disogok. Mental kacung emang. URL
positive,Lo rabun apa budek? nGue menulis tidak ngomong!! '
negative,Bismillah menahan sepo yang terkutuk'
positive,"Brahahahaaa, Cebong nya NgAhok ! ((( cebong belum cebok ))) '"
negative,"Apdet status bikin tugas tugas selesai tidak ya? Kok jancuk sekali, mbut!'"
negative,"Pak walaupun Anda Muslim, sebagai pejabat negara, Anda harus be indak demi bangsa & negara"
negative,"12. Ikan yang sudah sembuh dari sakitnya dan yang masih terselamatkan (bagus, laik jual) harus dipisah atau diseleksi dari ikan yang cacat permanen untuk pemeliharaan lebih lanjut. n#kesehatanikan ncc '"
positive,A INYA APA ? Pribumi sadari & lihat siapa mereka ? KECUALI KALIAN sama-sama CINA KOMUNIS / MISIONARIS abaikan twit ini usir cina Indonesia
positive,Presiden yang anda tuduh Rezim anti Islam sudah banyak berbuat untuk Negeri ini sudah banyak berbuat untuk umat... URL
positive,Manusia bangsat -.-'
positive,Tpi ingat ya. Jangan sampai Cina mengenalkan wisata Haram juga ke indonesia haha
positive,Nanya di mana Prabowo dan PKS saja Bib kan asyik itu dianggap antek Prabowo dan antek PKS. Hidupmu pasti lebih dramatis
negative,"Persahabatan Salah-Lovren ini jadi bukti bahwa beda suku, agama, ras, bukanlah halangan dalam membina hubungan dengan sesama umat manusia. Perbedaan justru menjadi warna tersendiri dalam menjalin pe emanan. Terima kasih, Lovren-Salah! â?¥ï¸? #Favourites #BFF #Bro"
negative,"Sama saja lah lae,meskipun sudah turun menurun tetapi ideologi pa ai komunis indonesia selalu melekat di jiwa mreka.'"
negative,"Saya juga kesal kalau ada yang merokok sambil naik motor, iyakan kadang pengap kalau ditutup terus apalagi macet '"
positive,"Udah meminta maaf kunyuk bro. nEnak banget rasan mereka....sebar hoa meminta maaf....sebar hoaks lagi, meminta maaf lagi. nMesti di sapu dulu biar jera nih orang.... URL"
negative,"Hello warga Jaka a, Wakil Kepala DPMPTSP Provinsi DKI Jaka a, Bapak Denny Wahyu Haryanto mewakili Wakil Gubernur Provinsi DKI Jaka a membuka acara ""2018 Junior Chamber International (JCI) Indonesia National Event"" #setiamelayanijaka a"
negative,"2. Selain perkuat jaringan, Gubernur juga menekankan perlunya menguasai state of the a knowledge se a bahasa selama merantau di luar Indonesia "
negative,Pandangan TGB terhadap Agama dan Politik
positive,Provider brengsek'
negative,Susilo Bambang Yudhoyono Presiden RI ke 6 meminta Khofifah Emil untuk dekat dengan masyarakat . No 1 Bisa ! #BaGusS
positive,Yang dungu itu orang yang mau ganti presiden!!! Tp tidak tau siapa!!! Mikiiiir!!!!'
negative,Bokep cewek bispak bandung ngentot Croot Di Dalam nDownload Full URL URL
positive,kampret complain raga ditanggapi fuck'
positive,Kamu kok kayak jablay GTA maunya dijemput pakai mobil'
negative,Lihat memek tante'
positive,Sementara itu kerjanya memusuhi dakwah Islam & bubarkan HTI..! Rakyat juga berhak lengserkan jokowi kodok tukang pencitraan!!
positive,"hah, katanya saling melengkapi. orang buktinya kamu juga goblok. bagaimana si?'"
negative,"Tidak! kata salah seorang Khalifah Rasyidin itu, kami dahulu memerangi orang kafir bersama mereka . Kalau begitu, mereka orang-orang munafik . Tidak juga. Sebab, orang munafik"
negative,dia suka nete ujian nasional jadi maklumin'
positive,nek lihat match terakhir chelsea sih harusnya menang mudah emyu... Tapi iya embuh sih chelsea kacrut ki enggak bisa diprediksi '
negative,Yakali Pak TNI suruh uruskan sampah plastik... '
negative,"Itulah yang di khawatirkan dari manuver politik dan kebijakan yang dilakukan oleh rezim ini, semoga hal tersebut tidak akan pernah terjadi di NKRI tercinta, Aamiin..'"
negative,"Permadi Arya melaporkan Rocky Gerung ke polisi? Serius tuh? ""Kitab suci itu fiksi,"" kata Rocky. Pernyataan itu salah? Anda merasa terhina? Wait. Bukankah biasa penganut agama A menganggap kitab suci..."
negative,bajingan tengik memang'
positive,Kok bisa pakai buruh Cina? Kan rakyat sendiri banyak pngangguran.Dasar rejim kodok!
positive,@
negative,rupiah haneul pada cute padahal pacarnya perek.yang on retweet'
negative,"Bilangnya anti asing, aseng...nda taunya.... Wkwkwkwkwk'"
negative,Di suriah sekolah radikal dan rakit bom..plg ke indonesia jadi tempat pkl...ya di amankan'
negative,"Karena kadang hidup memang kayak tai. Malah kadang yang berak orang lain tapi kamu yang harus bereskan tainya, tangan kamu y '"
positive,Ih banci selotipan '
positive,Haha kalah nih iya orang jahat pasti kalah
negative,"#GubernurZamanNow #GusIpulPuti2 #GanjarYasin1 #DjarotSihar2 #HasanAnton2 #KosterAce1 #NurdinSudirman3 #KarolinGidot2 ""Keanekaragaman budaya, suku, agama, itulah sesungguhnya kekayaan kita,â?? tutur Djarot di hadapan pese a Rakercabsuâ?¦"
positive,Yg cinta orde baru pasti meng idola kan prabowo &amp hary tanoe D
positive,"Nantang buka Dadalah, eh menyebut Setanlah memang sudah pada habis Kamus melawan ""Kenegarawanan Pak Joko Widodo Presiden RI ke 7, pada makin Stresssssss nih hati hati kena Stoke atau Serangan Jantung nanti Rakyat Indonesia kehilangan Badut2 Politik"" MERDEKA."
positive,"""BELAH"" duren yaaaa. nGak dungu,ya tidak cebong. nMaaf ya.'"
negative,"2,Orang-orang (Yahudi dan Nasrani) yang telah Kami beri Al Kitab (Taurat dan Injil) mengenal Muhammad'"
positive,Bubarkan HTI &amp FPI. URL
positive,Ahok memang verbalnya keras. Pelampiasan dan pelarian karena kelelakiannya lunak.
negative,Sekedar bagikan juga teman teman kantor aku kalau ada pelanggan yang bercadar langsung bilang awas ada bom.. Aku hanya menghela nafas.. '
negative,Pantat mana nih ingin menusuk dan ditusuk Open BO WA 08157686707 #gaybrondong #massageboy #gayjaka a #gayjogja #gaytangger '
negative,"yang diancam untuk dibunuh itu presiden republik Indonesia mas, terus mesti lapor dulu? apakah penegak hukum tidak bisa be indak jika ada ancaman pembunuhan kepada kepala negaranya?'"
negative,kayak orang nyosor mau meminta nete ) '
negative,Ngewe bae'
negative,Jebur belum bukan cebur'
negative,"PKS ulang tahun di Balai Kota, RR berbicara mencalonkan presiden di Balai Kota. Ganti saja namanya jadi â??Balai Politikâ??. ð?¤ª"
positive,pak perlu melanjutkan rencana untuk menyeret ke pengadilan HAM PBB ! URL
negative,"Kebijakan pengembalian barang kepada konsumen yang dilakukan apabila barang tersebut rusak, cacat produksi atau konsumen merasa kurang puas dengan produk tersebut terhitung selama 7 hari dari tanggal pembelian. n#HauzMiniQuiz #HauzID nYuk ikutan "
negative,Kisah hidup Muhammad yang lebih lengkap dapat diunduh di sini
positive,"Penjajahan di atas bumi indonesia harus di hapus kan. Penjajahan ekonomi, budaya, hasil bumi oleh cina harus kita basmi. Demi NKRI. Usir..."
negative,we ada pipis onta tercecer di mari pantas bau pesing'
negative,"Kalo kejadian disini, mungkin juga kalian yang teriak paling lantang ""pm h pro aseng"" lebih dahulu pas ditawari bantuan asing. Bikin posko ini itu yang intinya malah mengompori keluarga korban lama pm h. Bilang 15 hari kelamaan, harusnya 3"
negative,"Mari berjuang....sampai #Jokowi dilantik kembali di tahun 2019. nJangan gentar ! nJangan takut ! nWalau mata benang di leher, walau ujung tombak di perut !! nTidak akan surut langkah kita, nTidak akan bisu suara kita, nTidak akan"
negative,kayak monyet'
positive,Survei di Metro TV Jokowi menang dari Presiden Baru Etapi cara menghitungnya bagaimana ya 45% bisa mengalahkan 46% Jangan2 salah judul maksudnya Jokowi Masih Menangis Sumber Zie Bajrie
negative,
negative,"Cuba lah tegak anime ni, Karakai Jozu No Takagi-san, kalau rasa nak feeling feeling cinta monyet zaman sekolah..memang throwback habes..9/10 URL"
negative,Serunya Pesta Budaya Erau di Kutai Ka anegara!
negative,ada yang mau contactnya? Retweet sekarang ya..... nBanyak banget kenalan tante jilboobs sange.. nIni Namanya Tante dea... O '
negative,"Debat Publik bukan ajang pembuktian siapa pintar atau sebaliknya, juga bukan ruang akademik untuk pamer siapa paling ciamik. Setiap orang punya kekuatan dan kelemahan, bukan hanya soal dirinya, itu egosentris namanya. Ini lebih pada soal kekuatan menahan l"
positive,Duduki Istana Negara !! Sekalian Lengserkan Jokowi Salam2Tahun 
positive,Wah hebatnya pak .... Yg lagi sibuk pencitraan... .. .. .. .... BACA NIH
positive,"bagi anda mungkin tidak apa2, tapi bagi kami Muslim ini sangat menghinakan kami. Iblis betina itu sudah menista syariat kami'"
positive,baby kafir buddha teroris myanmar
positive,Indonesia Blom Merdeka Indonesia Masih Dijajah Oleh Orang Cina !!! TakbirAllauakbar URL
negative,"memang benar kata pengamat politik Hantayudha ...kalau pasangan calon no.2 ini tidak ada "" khanZ"" nya di Jateng . #JatengGayeng #2019TetapJokowi"
positive,jongos penista agama ahok sok sok ngong SARA.majikan nya penebar SARA astagfirllah. Tobat
negative,Boleh saya follow beli juga? Saya katolik dan ikut akun prof untuk menambah wawasan berbangsa...terima kasih'
positive,Kapan itu sih BEJAT CABUL balik ? Pengecut sih Onta itu ye...'
positive,"Menurut Wibisono, pencitraan Jokowi telah disebarkan up media massa pro asing, sehingga terkesan Jokowi berhasil."
positive,adian gaya kamu kayak beruk. Gini kalau supir tembak metromini masuk dpr. nKampungan lu.'
positive,".. Km terlalu mainstream mengaa ikan ""pintar"". Pintar itu relatif tergantung mau dibawa kemana penge iannya. Spt anda pintar meng-undeeestimate-kan org. Gw pintar komen ajah. Rejim now pintar mangkrakan janji janji doang. So...making"
negative,Kan memang gue dongo'
negative,ih masak di samakan sama sampah '
positive,Gw terpukau #2019GantiPresiden
negative,"Aspirasi Ibu Lina dari Sumedang kepada Calon Gubernur Jabar ""Berantas Pelakor yang sudah meresahkan kehidupan warga desa"". )"
positive,"Yaaelah chat saja kamu urusin,, itu yang sudah kelihatan mesum anggotaDPR pada mingkem,, yang nyata selingkuh tujuh tahun kalian pura pura budek,,, #bong200 tidak sampai otaknya...'"
negative,Tu yang saya katakan sejak dulu lagi kita tak takut dengan cina atau pak i Dap tapi kita bimbang pemahaman yang dibawa oleh mereka....'
negative,"""Cermin pun pecah saat dirinya berkaca"" "
positive,"Lansung tag pak ainya... nGa berani ya, bera i kamu BANCI....'"
negative,Awwww comel nya asing kan ikut warna'
negative,"Islam menjadikan manusia yang idealis namun tetap realistis. Mempersiapkan kehidupan masa kini, namun tak lupa masa depan. Diajak bekerja keras, dan diajak pula beristirahat."
positive,KRISTUS ANJING ASU JIAMPUT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT KEPARAT PICEK TELEK PEJUH SIWUK KOTANG SIWUK IDIOT KEPARAT PICEK TELEK PEJUH SIWUK K
negative,"Agama katolik tidak ada yang menyebut katolik nusantara, agama kristen protestan tidak ada yang menyebut kristen protestan nusantara, agama hindu tidak ada yang menyebut hindu nusantara, agama buddha tidak ada yang menyebut buddha nusantara, ...lha kok ini"
negative,"3. Karena berbasis teknologi digital, Presiden juga meminta sistem betul-betul jalan, dan langsung bisa digunakan dan ramah bagi pengguna. #ratas"
positive,Ahhh itu kan perasaanmu saja untuk menghibur diri.. mana ada cebong tidak bahagia.. presiden cebong punya... tol cebong punya... lah elo? Punya cuma germo '
positive,"Kami lebih resah anda jadi presiden!!!! hidup anda penuh drama dan pencitraan, main FTV saja joko judulnya URL"
negative,Agama Kristen nGolongan Darah B nAsal San Fernando Valley'
positive,Budha bunuh muslim di myanmar
positive,yahudi bangkai meminta sama jerman sana tempat ibadah'
positive,PapaMintaKetuaFraksi rakyat mau nya setya novanto keluar dari dewan perwakilan rakyat bukan di pecat dari ketua dewan perwakilan rakyat percuma saya di pecat dan masih ada di dewan perwakilan rakyat
negative,Cina'
positive,Hoa . Kodok... Biawak.... meroket... sekop... Bangsat... Karbitan... Munafik... #2019GantiPresiden #2019PresidenBaru #2019TenggelamkanJokowiKesungaiSiak
positive,Itu yang pada ribut komunis bla bla mungkin emoh baca. Yg baca pun kalau punya niat agitasi menyerang pemerintah pakai ini cari simpatisan
negative,10.Presiden Jokowi berharap skema kerja sama ini juga dapat dilakukan di dalam pembangunan-pembangunan lainnya.â?¦â?¦â?¦
negative,"pemilihan umum langsung biar buat memilih presiden dan dewan perwakilan rakyat saja calon presiden pun biar tidak kayak kucing dalam karung, mungkin bisa bikin mekanisme baru yang lebih ok, misal calon presiden ditentukan dari gubernur yang berprestasi, jadi yang boleh maju jadi calon presiden hanya yang sudah jadi gubernur,"
positive,"Gak vital gimana?udah dari kapan inter tidak punya bek kanan yang bisa jadi pembeda, terakhir itu ya era maicon, D'ambrosio juga baru baru setelah kedatangan cancelo bagusnya... nHmmmm,,,bera i kesimpulannya yang geblek ausilio ini... "
positive,Namanya juga agama munafik...'
positive,43. Contoh lain meski banyak tudingan dugaan korupsi tapi SBY tidak pernah dorong kejaksaan usut. Apalagi himbau KPK usut dugaan korupsi Jokowi
negative,Saya mencium bau bau pecun URL
positive,"Berhenti jadi konsumen wisata Haji & Umoh yang menipu, jadilah produsen wisata jiarah Indonesia"
negative,Pemburu Nazi Simon Wiesenthal memegang foto-foto yang menggambarkan mantan kepala Gestapo Walter Rauff dan sebuah van kamar gas bergerak yang dibuatnya untuk mengeksekusi orang-orang Yahudi.'
positive,"Yg ada, caci maki penista agama tapi ternyata ketahuan poligami ngumpet2. Apa mau digituin? Saya sih ogah."
positive,Bubarin negara kesatuan republik indonesia harga mati
positive,"Ingat baik-baik kata sih royson, ""jokowi kacung gua..!"" nItulah mungkin alasan fundamentalnya kenapa rezim ini justru sepe i sengaja masuk ke dalam ""Debt Trap"" KOMUNIS CINA! nSo, menjadi wajib untuk #2019GantiPresiden!'"
negative,WKWKWKWK MAMPUS. aku mau pepet ujian ah'
negative,Gubernur jaman now ya anti hoaks bukan menyebar isu yang tidak pasti #GanjarYasinMenang #GanjarYasin1 #KamiGanjarYasin
positive,Azan di TV memanggil manggil Allah SWT dungu & biadab harus dihentikan dan acara catut nama Tuhan tidak boleh dilanjutkan
positive,Semua itu terdapat pada kelakuan bani CEBONG....'
negative,Aku sudah lah baju macam yahudi be opi siap. 4 bas itu geng semua jubah putih kopiah minyak atar berjanggut dahi belekok bak ahli syurga siap. Ni betul betul out of place. Mohon aku tak direjam'
negative,Gua ge akan marah. Cuma auto daftar hitam dari kehidupan gue. nSampah apa gunanya kalau tidak didaur ulang?'
negative,Anjir apa rasanya bekas silit mah'
positive,Cebong makin kepanasan jadi makin ngawur. '
negative,amin semoga kalian be iga bisa jadi menampilkan yang terbaik dan menyumbangan medali buat sumatra selatan
negative,
negative,"#GubernurZamanNow #GusIpulPuti2 #GanjarYasin1 #DjarotSihar2 #HasanAnton2 #KosterAce1 #NurdinSudirman3 #KarolinGidot2 ""Keanekaragaman budaya, suku, agama, itulah sesungguhnya kekayaan kita,â?? tutur Djarot di hadapan pese a Rakercabsuâ?¦"
negative,"Sudah jangan terlalu banyak membingkai bangkai, cukup menjadikannya pelajaran saja, agar hidup kita semakin baik pada masa yang akan datang.'"
negative,edan aku yang masih pemula menangis saja lihatnya ya ampun kakak kamu R gue saja masih sedikit bat'
positive,Nah..klo PKI alias Pa ai Korupsi Indonesia perlu diganyang juga ga?
positive,"perempuan kayak kamu mending mati saja deh, jelek aja, enggak usah sok jadi make up a ist!"
negative,dijual lagi gue kayak jablay'
negative,"Yang bijak cuma petugas dan jajaran kereta listrik doang, para penumpang cuma pengikut doang menyuruh orang untuk menge i, sendirinya tidak mau menge i kebutuhan banyak orng. Kan bangke..'"
negative,"sepe inya itu titit nya di sambung, terus pakai accessoris jg'"
negative,Mata gue pas kecil sipit tetapi sekarang malah engga. Aneh pisan'
negative,Ko ingat aku buat banci ke gigih natural killer kira URL
